id,ticker
3039,RKFORGE
3046,DATAMATICS
3048,NDTV
3050,KRITINUT
3051,SPANDANA
3054,PILANIINVS
3055,CMRSL
3056,CCL
3058,JPASSOCIAT
3059,QMSMEDI
3060,EXCELINDUS
3061,LLOYDS
3063,LT
3065,KRIDHANINF
3066,APARINDS
3067,SWASTIK
3068,AMBICAAGAR
3070,FROG
3076,CENTEXT
3081,SECURCRED
3082,NIITLTD
3083,EMIL
3084,ULTRACEMCO
3085,TCS
3087,COFORGE
3089,TEXINFRA
3096,DCI
3097,PPLPHARMA
3098,FORCEMOT
3099,WESTLIFE
3100,GULFPETRO
3101,TRACXN
3107,LINCOLN
3110,INDSWFTLTD
3113,GUFICBIO
3116,PHANTOMFX
3118,ASTRAMICRO
3119,GOLDENTOBC
3120,INDLMETER
3121,TIL
3123,WELENT
3124,NARMADA
3125,NTPC
3126,SALSTEEL
3127,BOHRAIND
3128,KOTARISUG
3129,LALPATHLAB
3130,JBMA
3133,DWARKESH
3135,PRESSMN
3139,INDOCO
3144,IMPEXFERRO
3145,SUPRAJIT
3153,PATELENG
3156,ALKEM
3158,XCHANGING
3162,JSWSTEEL
3164,CONSOFINVT
3166,JINDALPHOT
3173,JPPOWER
3180,VISHAL
3182,GOKEX
3183,EVEREADY
3184,ACEINTEG
3185,GOYALALUM
3186,SAKSOFT
3187,ALLSEC
3188,HPIL
3189,SUKHJITS
3190,IIFL
3191,SHOPERSTOP
3193,MANGALAM
3195,WELCORP
3199,SSWL
3204,NH
3205,KENNAMET
3206,CYBERMEDIA
3209,SURYALAXMI
3211,SHAHALLOYS
3213,JKPAPER
3215,PRIMESECU
3218,63MOONS
3221,GRANULES
3226,JSWHL
3229,MANINDS
3233,VHL
3235,DCXINDIA
3236,GEOJITFSL
3237,IPSL
3238,GENUSPOWER
3239,SWELECTES
3241,YESBANK
3242,MSPL
3243,VITAL
3244,NECLIFE
3245,FUSION
3246,SPLIL
3248,MCLEODRUSS
3253,MEDANTA
3254,IDFC
3255,REVATHI
3256,BIKAJI
3257,GOLDIAM
3258,RML
3260,HTMEDIA
3263,SASKEN
3266,ICIL
3269,SYNCOMF
3270,FCSSOFT
3271,FAZE3Q
3273,IMPAL
3274,SATINDLTD
3275,SUZLON
3276,AURIONPRO
3277,ACI
3278,RENUKA
3279,FIVESTAR
3280,BASML
3290,SCPL
3291,KAYNES
3294,AARTISURF
3295,DOLATALGO
3296,BBTCL
3297,HNDFDS
3298,INOXGREEN
3299,RUSTOMJEE
3300,OCCL
3317,ZIMLAB
3324,SWSOLAR
3325,VINNY
3326,AAATECH
3332,PRECAM
3333,OSIAHYPER
3343,MBAPL
3349,TEAMLEASE
3353,DJML
3354,HYBRIDFIN
3357,KRISHANA
3361,SARVESHWAR
3374,PRITIKA
3377,DHARMAJ
3382,SAFARI
3389,UNIPARTS
3390,360ONE
3391,IIFLSEC
3392,TRIVENI
3394,AIAENG
3395,EKC
3396,ARHAM
3397,VIMTALABS
3400,NAHARINDUS
3403,ORIENTABRA
3406,QUICKHEAL
3411,KERNEX
3412,REPRO
3430,CELEBRITY
3433,NITINSPIN
3434,ROHLTD
3435,RCOM
3436,ENIL
3438,GSPL
3440,ALLETEC
3444,JAGRAN
3445,SULA
3446,GVKPIL
3450,SADBHAV
3460,SAKUMA
3466,KEC
3468,JKCEMENT
3469,INDOTECH
3470,LANDMARK
3472,AHL
3473,BLKASHYAP
3474,VISASTEEL
3475,NITCO
3477,IEL
3478,CENTURYPLY
3479,KEI
3480,ORTEL
3481,DOLLEX
3482,SOLARINDS
3483,GALLANTT
3484,ARIHANTACA
3485,VAKRANGEE
3486,UMA
3487,MALUPAPER
3488,KFINTECH
3490,SGL
3497,UTTAMSUGAR
3500,KKCL
3510,BHAGERIA
3512,SUNTV
3515,GPIL
3516,RSYSTEMS
3517,JETAIRWAYS
3518,EMKAY
3519,ELIN
3520,KELLTONTEC
3522,LOKESHMACH
3524,BALPHARMA
3528,RATNAMANI
3530,KAMDHENU
3532,PIONEEREMB
3539,JKLAKSHMI
3541,PFOCUS
3543,ALLCARGO
3545,AKASH
3546,MUNJALAU
3549,EMAMILTD
3550,NECCLTD
3552,GMRINFRA
3553,VIDHIING
3554,TECHM
3562,AVONMORE
3563,GRINDWELL
3564,RAMANEWS
3565,RBMINFRA
3566,MANUGRAPH
3567,VOLTAMP
3568,RADIANTCMS
3569,ATLANTA
3570,ACE
3571,HOVS
3574,SELAN
3580,IRCTC
3583,ANANTRAJ
3586,BINANIIND
3591,SKYGOLD
3592,JMFINANCIL
3594,ELECON
3596,TALBROAUTO
3597,ALICON
3598,ANLON
3599,GEECEE
3601,MADHUCON
3605,NRL
3607,GATI
3608,SAH
3609,INFOMEDIA
3610,VISHWARAJ
3611,FIEMIND
3618,JHS
3620,DCBBANK
3623,CMNL
3624,INSPIRISYS
3625,GLOBALVECT
3626,SHYAMTEL
3629,GTLINFRA
3632,FLUOROCHEM
3633,NAUKRI
3635,MANOMAY
3636,SHIVAMAUTO
3637,BBL
3638,DUCOL
3640,AARVEEDEN
3643,GESHIP
3646,TORNTPOWER
3648,PARSVNATH
3650,BAIDFIN
3651,MANALIPETC
3652,SUTLEJTEX
3653,GREENPANEL
3657,KAMOPAINTS
3658,DAAWAT
3659,RUCHIRA
3660,SOBHA
3662,DONEAR
3664,MMFL
3670,VENUSREM
3671,AARTIPHARM
3672,KUANTUM
3674,JINDRILL
3677,BANCOINDIA
3682,HIRECT
3687,CREST
3696,PLASTIBLEN
3697,NFL
3698,ARISTO
3703,PRAENG
3711,PARACABLES
3718,HBLPOWER
3723,TANLA
3727,JASH
3736,SITINET
3738,ZEEMEDIA
3741,AVTNPL
3743,LUMAXTECH
3745,TIDEWATER
3756,SARLAPOLY
3761,SANGHVIMOV
3762,WANBURY
3763,SAGCEM
3764,IGPL
3769,SIYSIL
3772,PTL
3775,AUTOIND
3778,NETWORK18
3781,GANDHITUBE
3784,PITTIENG
3787,SBGLP
3788,BTML
3789,UNOMINDA
3804,SHERA
3805,IZMO
3806,NSLNISP
3807,NINSYS
3808,TIMKEN
3809,HUBTOWN
3810,LRRPL
3811,TV18BRDCST
3813,CTE
3815,TIIL
3821,TVSSRICHAK
3824,REDINGTON
3826,PGIL
3827,AGARWALFT
3837,ORIENTBELL
3844,SEQUENT
3845,PFC
3846,FSL
3847,OSWALSEEDS
3848,INDIANB
3849,TTL
3850,VIAZ
3851,TFL
3853,SMSPHARMA
3856,HSCL
3859,GANESHHOUC
3862,ORIENTALTL
3872,APOLLOPIPE
3873,IDEA
3887,POCL
3890,AMDIND
3893,RAJTV
3894,SRIVASAVI
3895,PAGEIND
3896,ASTRAL
3899,LAOPALA
